msf_game_id,date_utc,quarter,clock,offense_team,defense_team,play_type,yards,success,home_score,away_score,description,date
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott kicks 60 yards from PHI 35 to DAL 5. 9-K.Turpin pushed ob at DAL 32 for 27 yards (83-K.Granson). PHI-43-B.VanSumeren was injured during the play.  PENALTY on PHI-98-J.Carter, Disqualification, 15 yards, enforced at DAL 32.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(14:54) 33-J.Williams left tackle to PHI 46 for 7 yards (33-C.DeJean).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(14:22) (Shotgun) 9-K.Turpin right end to PHI 42 for 4 yards (33-C.DeJean; 53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(13:47) (Shotgun) 4-D.Prescott pass short right to 3-G.Pickens to PHI 36 for 6 yards (27-Q.Mitchell).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(13:04) 33-J.Williams up the middle to PHI 33 for 3 yards (24-A.Mukuba).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(12:22) 4-D.Prescott pass deep right to 88-C.Lamb to PHI 1 for 32 yards (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(11:56) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short right to 88-C.Lamb. PENALTY on PHI-8-A.Jackson, Defensive Pass Interference, 0 yards, enforced at PHI 1 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(11:52) 33-J.Williams left guard for 1 yard, TOUCHDOWN.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35. PENALTY on PHI-39-M.Epps, Illegal Motion, 5 yards, enforced at PHI 35.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(11:49) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert pushed ob at PHI 38 for 8 yards (59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(11:18) (Shotgun) 26-S.Barkley right guard to PHI 41 for 3 yards (95-K.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(10:40) 1-J.Hurts scrambles right tackle to PHI 48 for 7 yards (57-J.Sanborn).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(9:56) 26-S.Barkley left end to DAL 36 for 16 yards (18-D.Clark; 26-D.Bland).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(9:09) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 30 for 6 yards (28-M.Hooker).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(8:37) (No Huddle, Shotgun) 28-W.Shipley right guard to DAL 25 for 5 yards (18-D.Clark; 59-K.Murray).",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(8:08) (No Huddle, Shotgun) 28-W.Shipley left end to DAL 5 for 20 yards (28-M.Hooker; 57-J.Sanborn).",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(7:23) 26-S.Barkley left tackle to DAL 3 for 2 yards (41-D.Ezeiruaku).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(6:41) 26-S.Barkley up the middle to DAL 4 for -1 yards (90-S.Thomas, 59-K.Murray).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(6:01) (Shotgun) 1-J.Hurts scrambles right end for 4 yards, TOUCHDOWN.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott kicks 63 yards from PHI 35 to DAL 2. 9-K.Turpin to DAL 24 for 22 yards (0-J.Uche; 54-J.Trotter). PENALTY on DAL-35-M.Liufau, Unnecessary Roughness, 12 yards, enforced at DAL 24. Penalty on DAL-14-M.Bell, Unnecessary Roughness, declined.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(5:48) (Shotgun) 33-J.Williams left guard to DAL 15 for 3 yards (97-M.Ojomo; 53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(5:07) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to DAL 33 for 18 yards (32-R.Blankenship) [97-M.Ojomo].,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(4:25) 33-J.Williams right guard to DAL 38 for 5 yards (58-J.Hunt; 33-C.DeJean).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(3:45) 33-J.Williams left end to DAL 41 for 3 yards (24-A.Mukuba; 30-J.Campbell).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(3:01) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to PHI 33 for 26 yards (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(2:14) (No Huddle, Shotgun) 4-D.Prescott pass short left to 24-M.Sanders to PHI 29 for 4 yards (32-R.Blankenship). PENALTY on DAL-73-T.Smith, Offensive Holding, 10 yards, enforced at PHI 33 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:45) (Shotgun) 4-D.Prescott pass short right to 24-M.Sanders to PHI 46 for -3 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(:58) (Shotgun) 4-D.Prescott pass incomplete deep right to 3-G.Pickens (27-Q.Mitchell). PENALTY on PHI-27-Q.Mitchell, Defensive Pass Interference, 34 yards, enforced at PHI 46 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(:51) 4-D.Prescott pass incomplete short left to 1-J.Tolbert.,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(:46) (Shotgun) 33-J.Williams up the middle to PHI 1 for 11 yards (32-R.Blankenship).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(15:00) (Shotgun) 33-J.Williams up the middle for 1 yard, TOUCHDOWN.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"17-B.Aubrey extra point is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"17-B.Aubrey kicks 65 yards from DAL 35 to end zone, Touchback to the PHI 35.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(14:56) (Shotgun) 26-S.Barkley right end to PHI 41 for 6 yards (97-O.Odighizuwa; 28-M.Hooker).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(14:12) (Shotgun) 1-J.Hurts pass short right to 6-D.Smith to PHI 47 for 6 yards (59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(13:29) (Shotgun) 26-S.Barkley right guard to DAL 49 for 4 yards (28-M.Hooker; 54-S.Williams).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(12:48) (Shotgun) 1-J.Hurts pass short right to 88-D.Goedert to DAL 46 for 3 yards (59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(12:01) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to DAL 39 for 7 yards (28-M.Hooker).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(11:19) 1-J.Hurts pass short right to 83-K.Granson ran ob at DAL 38 for 1 yard.,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(10:38) (Shotgun) 1-J.Hurts scrambles left end to DAL 29 for 9 yards (20-K.Elam).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(9:52) 26-S.Barkley right end to DAL 25 for 4 yards (94-M.Kneeland).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(9:11) 28-W.Shipley left guard to DAL 24 for 1 yard (97-O.Odighizuwa).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(8:27) (Shotgun) 1-J.Hurts scrambles right tackle to DAL 9 for 15 yards (28-M.Hooker).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(7:42) (Shotgun) 26-S.Barkley up the middle to DAL 8 for 1 yard (90-S.Thomas).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(6:58) (Shotgun) 1-J.Hurts scrambles left end for 8 yards, TOUCHDOWN.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,4-J.Elliott kicks 57 yards from PHI 35 to DAL 8. 9-K.Turpin to DAL 31 for 23 yards (21-S.Brown).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(6:41) 4-D.Prescott pass short left to 87-J.Ferguson to DAL 34 for 3 yards (32-R.Blankenship).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(6:03) (Shotgun) 4-D.Prescott pass short left to 9-K.Turpin pushed ob at 50 for 16 yards (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(5:26) 24-M.Sanders right end to 50 for no gain (3-N.Smith). PENALTY on PHI-3-N.Smith, Taunting, 15 yards, enforced at 50.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(5:03) 4-D.Prescott scrambles left end to PHI 32 for 3 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(4:14) (Shotgun) 9-K.Turpin left tackle to PHI 27 for 5 yards (3-N.Smith; 8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(3:33) (Shotgun) 33-J.Williams up the middle to PHI 23 for 4 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(2:54) (No Huddle, Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:49) (Shotgun) 4-D.Prescott pass incomplete short left to 88-C.Lamb (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:43) (Shotgun) 4-D.Prescott pass incomplete deep left to 3-G.Pickens.,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(2:38) 17-B.Aubrey 41 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"17-B.Aubrey kicks 61 yards from DAL 35 to PHI 4. 28-W.Shipley MUFFS catch, and recovers at PHI 7. 28-W.Shipley to PHI 19 for 12 yards (35-M.Liufau).",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(2:29) (Shotgun) 26-S.Barkley left end to PHI 23 for 4 yards (54-S.Williams).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:00) (Shotgun) 1-J.Hurts pass incomplete short left [54-S.Williams].,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:53) (Shotgun) 1-J.Hurts pass deep middle to 2-J.Dotson to DAL 26 for 51 yards (20-K.Elam).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(1:20) (No Huddle, Shotgun) 1-J.Hurts pass incomplete short left to 26-S.Barkley.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:16) (Shotgun) 1-J.Hurts pass short right to 26-S.Barkley pushed ob at DAL 18 for 8 yards (20-K.Elam; 59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:09) (Shotgun) 1-J.Hurts pass short left to 26-S.Barkley ran ob at DAL 15 for 3 yards.,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:04) (Shotgun) 1-J.Hurts scrambles right tackle ran ob at DAL 10 for 5 yards (18-D.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(:56) (Shotgun) 26-S.Barkley right guard for 10 yards, TOUCHDOWN.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott extra point is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"4-J.Elliott kicks 58 yards from PHI 35 to DAL 7. 9-K.Turpin MUFFS catch, and recovers at DAL 3. 9-K.Turpin to DAL 12 for 9 yards (21-S.Brown; 54-J.Trotter).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(:44) (Shotgun) 4-D.Prescott pass incomplete short right to 88-C.Lamb. PENALTY on PHI-23-J.Bennett, Defensive Pass Interference, 9 yards, enforced at DAL 12 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(:40) (Shotgun) 4-D.Prescott pass short right to 87-J.Ferguson to DAL 26 for 5 yards (23-J.Bennett). PENALTY on PHI-3-N.Smith, Roughing the Passer, 15 yards, enforced at DAL 26.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(:34) (No Huddle, Shotgun) 4-D.Prescott pass short right to 87-J.Ferguson to DAL 46 for 5 yards (23-J.Bennett).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(:27) (Shotgun) 4-D.Prescott pass short left to 1-J.Tolbert pushed ob at DAL 46 for no gain (33-C.DeJean).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(:20) (Shotgun) 4-D.Prescott pass short right to 3-G.Pickens to PHI 45 for 9 yards (27-Q.Mitchell).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(:15) (Shotgun) 4-D.Prescott pass short right to 88-C.Lamb to PHI 35 for 10 yards (23-J.Bennett).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(:04) (No Huddle) 4-D.Prescott spiked the ball to stop the clock.,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(:03) 17-B.Aubrey 53 yard field goal is GOOD, Center-44-T.Sieg, Holder-5-B.Anger.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,17-B.Aubrey kicks 57 yards from DAL 35 to PHI 8. 18-J.Metchie pushed ob at PHI 28 for 20 yards (18-D.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(14:55) (Shotgun) 1-J.Hurts pass short middle to 88-D.Goedert to PHI 33 for 5 yards (57-J.Sanborn; 95-K.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(14:12) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to PHI 39 for 6 yards (35-M.Liufau).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(13:39) (No Huddle, Shotgun) 1-J.Hurts pass short right to 6-D.Smith to PHI 42 for 3 yards (20-K.Elam).",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(12:55) (Shotgun) 26-S.Barkley left tackle to DAL 46 for 12 yards (28-M.Hooker; 93-J.Toia).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(12:12) (Shotgun) 29-A.Dillon left tackle to DAL 37 for 9 yards (35-M.Liufau).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(11:26) (Shotgun) 29-A.Dillon right guard to DAL 36 for 1 yard (90-S.Thomas).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(10:47) (Shotgun) 29-A.Dillon up the middle to DAL 36 for no gain (6-D.Wilson; 95-K.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(10:02) (Shotgun) 1-J.Hurts sacked at DAL 44 for -8 yards (94-M.Kneeland).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(9:16) (Shotgun) 1-J.Hurts pass short right to 2-J.Dotson to DAL 40 for 4 yards (18-D.Clark) [13-D.Fowler].,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(8:35) 4-J.Elliott 58 yard field goal is GOOD, Center-47-C.Hughlett, Holder-10-B.Mann.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,4-J.Elliott kicks 56 yards from PHI 35 to DAL 9. 1-J.Tolbert to DAL 29 for 20 yards (18-J.Metchie).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(8:22) 33-J.Williams left guard to DAL 35 for 6 yards (33-C.DeJean).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(7:48) 33-J.Williams up the middle to DAL 38 for 3 yards (90-J.Davis).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(7:07) 33-J.Williams left end to DAL 40 for 2 yards (53-Z.Baun; 58-J.Hunt).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(6:27) (Shotgun) 4-D.Prescott pass incomplete deep middle to 89-B.Spann-Ford (30-J.Campbell). PHI-21-S.Brown was injured during the play.,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(6:21) (Shotgun) 24-M.Sanders left end to PHI 11 for 49 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(5:33) (Shotgun) 24-M.Sanders left guard to PHI 8 for 3 yards (90-J.Davis). PENALTY on DAL-3-G.Pickens, Unnecessary Roughness, 15 yards, enforced at PHI 8.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(5:07) (Shotgun) 4-D.Prescott pass incomplete deep middle to 87-J.Ferguson (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(5:02) (Shotgun) 4-D.Prescott pass incomplete short left to 33-J.Williams (90-J.Davis).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(4:58) (Shotgun) 4-D.Prescott pass incomplete deep middle to 87-J.Ferguson (32-R.Blankenship). ** Injury Update: PHI-21-S.Brown has returned to the game.  PENALTY on PHI-32-R.Blankenship, Unnecessary Roughness, 12 yards, enforced at PHI 23 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(4:52) 24-M.Sanders left guard to PHI 10 for 1 yard (30-J.Campbell; 94-B.Young). FUMBLES (30-J.Campbell), RECOVERED by PHI-27-Q.Mitchell at PHI 10. 27-Q.Mitchell to PHI 16 for 6 yards (4-D.Prescott).",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(4:44) (Shotgun) 26-S.Barkley left guard to PHI 15 for -1 yards (57-J.Sanborn, 97-O.Odighizuwa).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(4:02) (Shotgun) 1-J.Hurts pass incomplete short left [97-O.Odighizuwa].,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(3:56) (Shotgun) 1-J.Hurts scrambles right end to PHI 23 for 8 yards (59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(3:18) 10-B.Mann punts 51 yards to DAL 26, Center-47-C.Hughlett, fair catch by 9-K.Turpin.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(3:10) (Shotgun) 33-J.Williams right guard to DAL 30 for 4 yards (90-J.Davis; 3-N.Smith).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:29) 4-D.Prescott pass short left to 87-J.Ferguson to DAL 35 for 5 yards (24-A.Mukuba).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:46) (Shotgun) 4-D.Prescott pass short middle to 88-C.Lamb to DAL 49 for 14 yards (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(1:07) 33-J.Williams up the middle to PHI 48 for 3 yards (90-J.Davis; 3-N.Smith).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(:27) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to DAL 49 for -3 yards (90-J.Davis).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(15:00) (Shotgun) 4-D.Prescott pass incomplete short middle to 88-C.Lamb.,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(14:53) 5-B.Anger punts 38 yards to PHI 13, Center-44-T.Sieg, fair catch by 2-J.Dotson.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(14:46) (Shotgun) 1-J.Hurts pass short left to 26-S.Barkley to PHI 21 for 8 yards (20-K.Elam; 59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(14:03) (Shotgun) 26-S.Barkley left guard to PHI 22 for 1 yard (94-M.Kneeland; 90-S.Thomas).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(13:24) 1-J.Hurts up the middle to PHI 23 for 1 yard (53-J.Houston).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(12:46) (No Huddle, Shotgun) PENALTY on DAL, Defensive Too Many Men on Field, 5 yards, enforced at PHI 23 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(12:27) 26-S.Barkley right end to PHI 32 for 4 yards (18-D.Clark; 57-J.Sanborn).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(11:45) 26-S.Barkley left guard to PHI 32 for no gain (28-M.Hooker; 90-S.Thomas).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(11:05) 1-J.Hurts up the middle to PHI 33 for 1 yard (57-J.Sanborn; 59-K.Murray).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(10:21) (Shotgun) 1-J.Hurts pass short left to 6-D.Smith to PHI 40 for 7 yards (28-M.Hooker).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(9:46) (No Huddle, Shotgun) 1-J.Hurts pass short left to 26-S.Barkley to PHI 45 for 5 yards (26-D.Bland) [41-D.Ezeiruaku].",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(9:11) (No Huddle, Shotgun) 26-S.Barkley left end to PHI 41 for -4 yards (53-J.Houston).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(8:26) (Shotgun) 1-J.Hurts pass incomplete short right.,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(8:18) (Shotgun) 1-J.Hurts pass short left to 88-D.Goedert to 50 for 9 yards (7-T.Diggs).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(7:27) (No Huddle, Shotgun) PENALTY on PHI, Delay of Game, 5 yards, enforced at 50 - No Play.",2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(7:27) 10-B.Mann punts 44 yards to DAL 11, Center-47-C.Hughlett, out of bounds. ** Injury Update: DAL-29-C.Goodwin has returned to the game.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(7:20) (Shotgun) 4-D.Prescott pass short left to 88-C.Lamb to DAL 24 for 13 yards (27-Q.Mitchell).,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,"(6:50) 33-J.Williams right guard to DAL 22 for -2 yards (58-J.Hunt, 90-J.Davis).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(6:12) (Shotgun) 4-D.Prescott pass short left to 9-K.Turpin to DAL 24 for 2 yards (24-A.Mukuba, 30-J.Campbell).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(5:25) (Shotgun) 4-D.Prescott pass short right to 33-J.Williams to DAL 27 for 3 yards (8-A.Jackson; 27-Q.Mitchell).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(4:50) 5-B.Anger punts 49 yards to PHI 24, Center-44-T.Sieg, fair catch by 2-J.Dotson.",2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(4:43) (Shotgun) 26-S.Barkley right guard to PHI 24 for no gain (95-K.Clark; 54-S.Williams).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(4:02) (Shotgun) 1-J.Hurts scrambles left end pushed ob at PHI 27 for 3 yards (54-S.Williams).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(3:55) (Shotgun) 1-J.Hurts pass short right to 2-J.Dotson to PHI 31 for 4 yards (26-D.Bland).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,"(3:09) 10-B.Mann punts 51 yards to DAL 18, Center-47-C.Hughlett, out of bounds.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(3:02) (Shotgun) 4-D.Prescott pass short right to 87-J.Ferguson pushed ob at DAL 23 for 5 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(2:57) (No Huddle, Shotgun) 4-D.Prescott pass incomplete deep right to 88-C.Lamb.",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:52) (Shotgun) 4-D.Prescott pass short left to 3-G.Pickens pushed ob at DAL 38 for 15 yards (8-A.Jackson).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,"(2:47) (No Huddle, Shotgun) 4-D.Prescott pass incomplete deep right to 88-C.Lamb (27-Q.Mitchell).",2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:40) (Shotgun) 4-D.Prescott pass incomplete deep right to 86-L.Schoonmaker (33-C.DeJean).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:33) (Shotgun) 4-D.Prescott pass short middle to 33-J.Williams to DAL 45 for 7 yards (53-Z.Baun).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(2:00) (Shotgun) 4-D.Prescott pass incomplete deep left to 88-C.Lamb.,2025-09-05
148741,2025-09-05,,,NAN,NAN,RUSH,,,,,(1:54) (Shotgun) 26-S.Barkley right end to DAL 45 for -1 yards (54-S.Williams).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:51) (Shotgun) 1-J.Hurts pass short left to 11-A.Brown to DAL 37 for 8 yards (20-K.Elam).,2025-09-05
148741,2025-09-05,,,NAN,NAN,PASS,,,,,(1:45) (Shotgun) 1-J.Hurts scrambles up the middle to DAL 33 for 4 yards (95-K.Clark).,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(1:29) 1-J.Hurts kneels to DAL 34 for -1 yards.,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(:49) 1-J.Hurts kneels to DAL 35 for -1 yards.,2025-09-05
148741,2025-09-05,,,NAN,NAN,NONE,,,,,(:33) 1-J.Hurts kneels to DAL 36 for -1 yards.,2025-09-05
148742,2025-09-06,,,NAN,NAN,NONE,,,,,"11-C.Dicker kicks 59 yards from LAC 35 to KC 6. 80-T.Thornton pushed ob at KC 48 for 42 yards (24-B.St-Juste). PENALTY on KC-2-J.Williams, Offensive Holding, 10 yards, enforced at KC 34.",2025-09-06
