player_id,first_name,last_name,position,jersey_number,team_id,team_abbr,roster_status,injury_description,playing_probability,last_updated_on
168248,Jack,Wilson,T,76,,,UFA,undisclosed,OUT,2025-09-15T12:40:02.401Z
134021,Johnny,Wilson,WR,89,,,UFA,knee,OUT,2025-09-15T12:40:02.401Z
18581,Logan,Wilson,LB,55,57,CIN,ROSTER,head,QUESTIONABLE,2025-09-15T12:40:02.401Z
30698,Marco,Wilson,CB,24,57,CIN,ROSTER,undisclosed,QUESTIONABLE,2025-09-15T12:40:02.401Z
47265,Perrion,Winfrey,DT,99,52,DAL,INJURY_LIST,back,QUESTIONABLE,2025-09-15T12:40:02.401Z
134025,Mekhi,Wingo,DT,94,61,DET,ROSTER,undisclosed,QUESTIONABLE,2025-09-15T12:40:02.401Z
166752,Kevin,Winston Jr.,FS,23,67,TEN,ROSTER,hamstring,OUT,2025-09-15T12:40:02.401Z
18684,Tristan,Wirfs,OT,78,71,TB,ROSTER,knee,QUESTIONABLE,2025-09-15T12:40:02.401Z
13084,Deatrich,Wise Jr.,DE,91,55,WAS,ROSTER,quadricep,OUT,2025-09-15T12:40:02.401Z
166939,Hunter,Wohler,FS,30,,,UFA,foot,OUT,2025-09-15T12:40:02.401Z
12902,Zach,Wood,LS,49,70,NO,ROSTER,hamstring,QUESTIONABLE,2025-09-15T12:40:02.401Z
134564,Charles,Woods,CB,22,50,NE,ROSTER,concussion,QUESTIONABLE,2025-09-15T12:40:02.401Z
133862,Xavier,Worthy,WR,1,73,KC,ROSTER,shoulder,OUT,2025-09-15T12:40:02.401Z
133955,Jaylen,Wright,RB,5,49,MIA,ROSTER,leg,OUT,2025-09-15T12:40:02.401Z
108876,Luke,Wypler,C,56,58,CLE,ROSTER,ankle,QUESTIONABLE,2025-09-15T12:40:02.401Z
30123,Kenny,Yeboah,TE,88,,,UFA,leg,OUT,2025-09-15T12:40:02.401Z
30610,Landon,Young,OT,67,,,UFA,ankle,OUT,2025-09-15T12:40:02.401Z
39194,Dareke,Young,WR,83,79,SEA,ROSTER,hamstring,QUESTIONABLE,2025-09-15T12:40:02.401Z
18689,Chase,Young,OLB,99,70,NO,ROSTER,calf,OUT,2025-09-15T12:40:02.401Z
79852,Chandler,Zavala,G,62,69,CAR,ROSTER,knee,QUESTIONABLE,2025-09-15T12:40:02.401Z
6497,Kevin,Zeitler,G,70,67,TEN,ROSTER,hamstring,QUESTIONABLE,2025-09-15T12:40:02.401Z
