team_abbr,player_id,player_name,position,status_norm,designation,practice,injury_desc,status_raw,last_updated
NYJ,6205,Tyrod Taylor,QB,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
CIN,39134,Cam Taylor-Britt,CB,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
ATL,18560,A.J. Terrell,CB,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
NYG,18660,Andrew Thomas,T,OUT,,,foot,OUT,2025-09-24T13:29:18.304Z
DET,22925,Daniel Thomas,FS,QUESTIONABLE,,,hand,QUESTIONABLE,2025-09-24T13:29:18.304Z
PIT,44961,Skylar Thompson,LB,OUT,,,hamstring,OUT,2025-09-24T13:29:18.304Z
GB,39292,Zach Tom,OT,QUESTIONABLE,,,oblique,QUESTIONABLE,2025-09-24T13:29:18.304Z
ARI,13110,Dalvin Tomlinson,DT,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
NYG,134002,Tyrone Tracy Jr.,RB,OUT,,,shoulder,OUT,2025-09-24T13:29:18.304Z
PIT,112020,Cory Trice Jr.,LB,OUT,,,hamstring,OUT,2025-09-24T13:29:18.304Z
NYJ,30695,Jay Tufele,DT,QUESTIONABLE,,,illness,QUESTIONABLE,2025-09-24T13:29:18.304Z
IND,166714,JT Tuimoloau,DE,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
CHI,166731,Shemar Turner,DT,QUESTIONABLE,,,ankle,QUESTIONABLE,2025-09-24T13:29:18.304Z
DET,133967,Sione Vaki,RB,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
JAX,30357,Cole Van Lanen,OT,QUESTIONABLE,,,shoulder,QUESTIONABLE,2025-09-24T13:29:18.304Z
BAL,6887,Kyle Van Noy,MLB,OUT,,,hamstring,OUT,2025-09-24T13:29:18.304Z
BUF,133977,Sedrick Van Pran-Granger,C,OUT,,,calf,OUT,2025-09-24T13:29:18.304Z
PHI,112166,Ben VanSumeren,FB,OUT,,,knee,OUT,2025-09-24T13:29:18.304Z
NO,134071,Devaughn Vele,WR,QUESTIONABLE,,,hip,QUESTIONABLE,2025-09-24T13:29:18.304Z
NYJ,30442,Alijah Vera-Tucker,G,OUT,,,tricep,OUT,2025-09-24T13:29:18.304Z
CHI,167927,Jahdae Walker,WR,QUESTIONABLE,,,ankle,QUESTIONABLE,2025-09-24T13:29:18.304Z
MIA,6133,Darren Waller,TE,QUESTIONABLE,,,undisclosed,QUESTIONABLE,2025-09-24T13:29:18.304Z
IND,166750,Justin Walley,CB,OUT,,,knee,OUT,2025-09-24T13:29:18.304Z
CLE,14495,Denzel Ward,CB,QUESTIONABLE,,,ankle,QUESTIONABLE,2025-09-24T13:29:18.304Z
HOU,8457,Jimmie Ward,FS,QUESTIONABLE,,,foot,QUESTIONABLE,2025-09-24T13:29:18.304Z
BAL,30220,Ar'Darius Washington,DB,OUT,,,achilles,OUT,2025-09-24T13:29:18.304Z
MIA,134077,Tahj Washington,WR,QUESTIONABLE,,,undisclosed,QUESTIONABLE,2025-09-24T13:29:18.304Z
ATL,134023,Casey Washington,RB,QUESTIONABLE,,,concussion,QUESTIONABLE,2025-09-24T13:29:18.304Z
SF,166799,Jordan Watkins,WR,QUESTIONABLE,,,ankle,QUESTIONABLE,2025-09-24T13:29:18.304Z
GB,39108,Christian Watson,WR,OUT,,,knee,OUT,2025-09-24T13:29:18.304Z
HOU,14734,Justin Watson,WR,OUT,,,achilles,OUT,2025-09-24T13:29:18.304Z
LAC,30611,Rashad Weaver,DE,OUT,,,undisclosed,OUT,2025-09-24T13:29:18.304Z
SF,166779,CJ West,DT,QUESTIONABLE,,,thumb,QUESTIONABLE,2025-09-24T13:29:18.304Z
CAR,22481,Tershawn Wharton,DE,OUT,,,head,OUT,2025-09-24T13:29:18.304Z
BUF,12790,Tre'Davious White,CB,QUESTIONABLE,,,groin,QUESTIONABLE,2025-09-24T13:29:18.304Z
KC,133966,Jared Wiley,TE,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
PHI,166915,Cameron Williams,OT,OUT,,,shoulder,OUT,2025-09-24T13:29:18.304Z
NYJ,16781,Quincy Williams,LB,QUESTIONABLE,,,shoulder,QUESTIONABLE,2025-09-24T13:29:18.304Z
MIN,167959,Elijah Williams,DE,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
SEA,7876,Leonard Williams,DE,QUESTIONABLE,,,elbow,QUESTIONABLE,2025-09-24T13:29:18.304Z
ARI,16874,Jonah Williams,OT,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
ARI,79810,Garrett Williams,CB,OUT,,,knee,OUT,2025-09-24T13:29:18.304Z
SF,166685,Mykel Williams,DE,QUESTIONABLE,,,wrist,QUESTIONABLE,2025-09-24T13:29:18.304Z
DAL,47265,Perrion Winfrey,DT,QUESTIONABLE,,,back,QUESTIONABLE,2025-09-24T13:29:18.304Z
TEN,166752,Kevin Winston Jr.,FS,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
TB,18684,Tristan Wirfs,OT,OUT,,,knee,OUT,2025-09-24T13:29:18.304Z
WAS,13084,Deatrich Wise Jr.,DE,OUT,,,quadricep,OUT,2025-09-24T13:29:18.304Z
SEA,79743,Devon Witherspoon,CB,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
LA,13484,Ahkello Witherspoon,CB,OUT,,,shoulder,OUT,2025-09-24T13:29:18.304Z
NO,12902,Zach Wood,LS,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
KC,133862,Xavier Worthy,WR,QUESTIONABLE,,,shoulder,QUESTIONABLE,2025-09-24T13:29:18.304Z
MIA,133955,Jaylen Wright,RB,QUESTIONABLE,,,leg,QUESTIONABLE,2025-09-24T13:29:18.304Z
SEA,39194,Dareke Young,WR,QUESTIONABLE,,,hamstring,QUESTIONABLE,2025-09-24T13:29:18.304Z
NO,18689,Chase Young,OLB,QUESTIONABLE,,,calf,QUESTIONABLE,2025-09-24T13:29:18.304Z
CAR,79852,Chandler Zavala,G,QUESTIONABLE,,,knee,QUESTIONABLE,2025-09-24T13:29:18.304Z
TEN,6497,Kevin Zeitler,G,QUESTIONABLE,,,elbow,QUESTIONABLE,2025-09-24T13:29:18.304Z
DET,30110,Shane Zylstra,TE,OUT,,,ankle,OUT,2025-09-24T13:29:18.304Z
