date_utc,date,away_team,home_team,status,final_away,final_home,msf_game_id,week,venue,startTime_utc,endedTime_utc
2025-09-12,2025-09-12,WAS,GB,UNPLAYED,,,148757,2,Lambeau Field,2025-09-12T00:15:00.000Z,
