date_utc,date,away_team,home_team,status,final_away,final_home,msf_game_id,week,venue,startTime_utc,endedTime_utc
2025-09-05,2025-09-05,DAL,PHI,COMPLETED,,,148741,1,Lincoln Financial Field,2025-09-05T00:20:00.000Z,2025-09-05T05:15:00.000Z
